timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778044203967436,6.669,RAMPING,0.3001,1.5005,160.05,36.72,13,0
1778044204079353,6.781,RAMPING,0.3051,1.5257,162.74,36.70,13,0
1778044204190161,6.892,RAMPING,0.3101,1.5506,165.40,36.74,13,0
1778044204298948,7.000,RAMPING,0.3150,1.5751,168.01,36.72,13,0
1778044204407321,7.109,RAMPING,0.3199,1.5995,170.61,36.72,14,0
1778044204516998,7.219,RAMPING,0.3248,1.6242,173.24,36.72,14,0
1778044204623179,7.325,RAMPING,0.3296,1.6481,175.79,36.74,14,0
1778044204734998,7.437,RAMPING,0.3346,1.6732,178.48,36.70,14,0
1778044204846662,7.548,RAMPING,0.3397,1.6983,181.16,36.73,15,0
1778044204958805,7.660,RAMPING,0.3447,1.7236,183.85,36.71,15,0
1778044205068319,7.770,RAMPING,0.3496,1.7482,186.48,36.71,15,0
1778044205179090,7.881,RAMPING,0.3546,1.7731,189.13,36.72,15,0
1778044205279623,7.981,RAMPING,0.3592,1.7958,191.55,36.73,15,0
1778044205390517,8.092,RAMPING,0.3641,1.8207,194.21,36.74,16,0
1778044205498385,8.200,RAMPING,0.3690,1.8450,196.80,36.74,16,0
1778044205615917,8.317,RAMPING,0.3743,1.8714,199.62,36.71,16,0
1778044205718811,8.420,RAMPING,0.3789,1.8946,202.09,36.73,16,0
1778044205827318,8.529,RAMPING,0.3838,1.9190,204.69,36.71,17,0
1778044205936483,8.638,RAMPING,0.3887,1.9435,207.31,36.75,17,0
1778044206046964,8.748,RAMPING,0.3937,1.9684,209.96,36.74,17,0
1778044206158594,8.860,RAMPING,0.3987,1.9935,212.64,36.73,17,0
1778044206271344,8.973,RAMPING,0.4038,2.0189,215.35,36.72,17,0
1778044206381950,9.083,RAMPING,0.4088,2.0438,218.00,36.74,18,0
1778044206484339,9.186,RAMPING,0.4134,2.0668,220.46,36.72,18,0
1778044206591694,9.293,RAMPING,0.4182,2.0910,223.04,36.75,18,0
1778044206703180,9.405,RAMPING,0.4232,2.1161,225.71,36.75,18,0
1778044206814448,9.516,RAMPING,0.4282,2.1411,228.38,36.72,19,0
1778044206925866,9.627,RAMPING,0.4332,2.1662,231.06,36.71,19,0
1778044207033810,9.735,RAMPING,0.4381,2.1904,233.65,36.72,19,0
1778044207143066,9.845,RAMPING,0.4430,2.2150,236.27,36.73,19,0
1778044207248256,9.950,RAMPING,0.4477,2.2387,238.79,36.72,19,0
1778044207358918,10.060,RAMPING,0.4527,2.2636,241.45,36.75,20,0
1778044207470579,10.172,RAMPING,0.4577,2.2887,244.13,36.74,20,0
1778044207581489,10.283,RAMPING,0.4627,2.3137,246.79,36.75,20,0
1778044207691580,10.393,RAMPING,0.4677,2.3384,249.43,36.72,20,0
1778044207801461,10.503,RAMPING,0.4726,2.3632,252.07,36.75,20,0
1778044207904926,10.606,RAMPING,0.4773,2.3864,254.55,36.72,21,0
1778044208015903,10.717,RAMPING,0.4823,2.4114,257.22,36.74,21,0
1778044208126724,10.828,RAMPING,0.4873,2.4364,259.88,36.73,21,0
1778044208237818,10.939,RAMPING,0.4923,2.4613,262.54,36.75,21,0
1778044208346035,11.048,RAMPING,0.4971,2.4857,265.14,36.74,22,0
1778044208455872,11.157,RAMPING,0.5021,2.5104,267.78,36.73,22,0
1778044208560505,11.262,RAMPING,0.5068,2.5340,270.29,36.74,22,0
1778044208671313,11.373,RAMPING,0.5118,2.5589,272.95,36.72,22,0
1778044208783133,11.485,RAMPING,0.5168,2.5840,275.63,36.74,22,0
1778044208894775,11.596,RAMPING,0.5218,2.6092,278.31,36.74,23,0
1778044209005313,11.707,RAMPING,0.5268,2.6340,280.96,36.76,23,0
1778044209116912,11.818,RAMPING,0.5318,2.6591,283.64,36.72,23,0
1778044209216505,11.918,RAMPING,0.5363,2.6816,286.03,36.73,23,0
1778044209326828,12.028,RAMPING,0.5413,2.7064,288.68,36.72,24,0
1778044209438678,12.140,RAMPING,0.5463,2.7315,291.36,36.76,24,0
1778044209551364,12.253,RAMPING,0.5514,2.7569,294.07,36.73,24,0
1778044209663601,12.365,RAMPING,0.5564,2.7821,296.76,36.73,24,0
1778044209774362,12.476,RAMPING,0.5614,2.8071,299.42,36.75,24,0
1778044209882609,12.584,RAMPING,0.5663,2.8314,302.02,36.74,25,0
1778044209983290,12.685,RAMPING,0.5708,2.8541,304.44,36.76,25,0
1778044210095014,12.797,RAMPING,0.5758,2.8792,307.12,36.75,25,0
1778044210207535,12.909,RAMPING,0.5809,2.9045,309.82,36.76,25,0
1778044210310467,13.012,RAMPING,0.5855,2.9277,312.29,36.75,26,0
1778044210419586,13.121,RAMPING,0.5904,2.9522,314.91,36.73,26,0
1778044210529085,13.231,RAMPING,0.5954,2.9769,317.53,36.74,26,0
1778044210639313,13.341,RAMPING,0.6003,3.0017,320.18,36.74,26,0
1778044210751078,13.453,RAMPING,0.6054,3.0268,322.86,36.73,26,0
1778044210860974,13.562,RAMPING,0.6103,3.0516,325.50,36.73,27,0
1778044210970722,13.672,RAMPING,0.6153,3.0763,328.13,36.74,27,0
1778044211078950,13.780,RAMPING,0.6201,3.1006,330.73,36.75,27,0
1778044211187339,13.889,RAMPING,0.6250,3.1250,333.33,36.74,27,0
1778044211296365,13.998,RAMPING,0.6299,3.1495,335.95,36.76,27,0
1778044211406839,14.108,RAMPING,0.6349,3.1744,338.60,36.76,28,0
1778044211519691,14.221,RAMPING,0.6400,3.1998,341.31,36.73,28,0
1778044211628392,14.330,RAMPING,0.6448,3.2242,343.92,36.75,28,0
1778044211736710,14.438,RAMPING,0.6497,3.2486,346.52,36.74,28,0
1778044211848621,14.550,RAMPING,0.6548,3.2738,349.20,36.77,29,0
1778044211951750,14.653,RAMPING,0.6594,3.2970,351.68,36.75,29,0
1778044212062802,14.764,RAMPING,0.6644,3.3220,354.34,36.73,29,0
1778044212174545,14.876,RAMPING,0.6694,3.3471,357.03,36.73,29,0
1778044212283290,14.985,RAMPING,0.6743,3.3716,359.64,36.76,29,0
1778044212394022,15.096,RAMPING,0.6793,3.3965,362.29,36.77,30,0
1778044212502499,15.204,RAMPING,0.6842,3.4209,364.90,36.75,30,0
1778044212607628,15.309,RAMPING,0.6889,3.4446,367.42,36.76,30,0
1778044212718481,15.420,RAMPING,0.6939,3.4695,370.08,36.73,30,0
1778044212829015,15.531,RAMPING,0.6989,3.4944,372.73,36.76,31,0
1778044212938230,15.640,RAMPING,0.7038,3.5189,375.35,36.77,31,0
1778044213051472,15.753,RAMPING,0.7089,3.5444,378.07,36.76,31,0
1778044213159866,15.861,RAMPING,0.7138,3.5688,380.67,36.75,31,0
1778044213263812,15.965,RAMPING,0.7184,3.5922,383.17,36.76,31,0
1778044213374863,16.076,RAMPING,0.7234,3.6172,385.83,36.74,32,0
1778044213487352,16.189,RAMPING,0.7285,3.6425,388.53,36.74,32,0
1778044213598917,16.300,RAMPING,0.7335,3.6676,391.21,36.77,32,0
1778044213710508,16.412,RAMPING,0.7385,3.6927,393.89,36.76,32,0
1778044213822236,16.524,RAMPING,0.7436,3.7178,396.57,36.73,33,0
1778044213919819,16.621,RAMPING,0.7480,3.7398,398.91,36.75,33,0
1778044214031370,16.733,RAMPING,0.7530,3.7649,401.59,36.75,33,0
1778044214139385,16.841,RAMPING,0.7578,3.7892,404.18,36.74,33,0
1778044214247819,16.949,RAMPING,0.7627,3.8136,406.78,36.75,33,0
1778044214367226,17.069,RAMPING,0.7681,3.8405,409.65,36.77,34,0
1778044214468578,17.170,RAMPING,0.7727,3.8633,412.08,36.77,34,0
1778044214576455,17.278,RAMPING,0.7775,3.8875,414.67,36.77,34,0
1778044214686801,17.388,RAMPING,0.7825,3.9124,417.32,36.76,34,0
1778044214797171,17.499,RAMPING,0.7874,3.9372,419.97,36.75,34,0
1778044214908010,17.610,RAMPING,0.7924,3.9621,422.63,36.74,35,0
1778044215015588,17.717,RAMPING,0.7973,3.9863,425.21,36.77,35,0
1778044215124367,17.826,RAMPING,0.8022,4.0108,427.82,36.77,35,0
1778044215233750,17.935,RAMPING,0.8071,4.0354,430.45,36.77,35,0
1778044215343090,18.045,RAMPING,0.8120,4.0600,433.07,36.76,36,0
1778044215451817,18.153,RAMPING,0.8169,4.0845,435.68,36.75,36,0
1778044215560693,18.262,RAMPING,0.8218,4.1090,438.29,36.77,36,0
1778044215669757,18.371,RAMPING,0.8267,4.1335,440.91,36.77,36,0
1778044215790724,18.492,RAMPING,0.8322,4.1608,443.81,36.75,36,0
1778044215888753,18.590,RAMPING,0.8366,4.1828,446.17,36.78,37,0
1778044215999669,18.701,RAMPING,0.8416,4.2078,448.83,36.74,37,0
1778044216110538,18.812,RAMPING,0.8465,4.2327,451.49,36.77,37,0
1778044216223244,18.925,RAMPING,0.8516,4.2581,454.19,36.75,37,0
1778044216333070,19.035,RAMPING,0.8566,4.2828,456.83,36.77,38,0
1778044216443192,19.145,RAMPING,0.8615,4.3076,459.47,36.76,38,0
1778044216551487,19.253,RAMPING,0.8664,4.3319,462.07,36.76,38,0
1778044216654571,19.356,RAMPING,0.8710,4.3551,464.55,36.74,38,0
1778044216766923,19.468,RAMPING,0.8761,4.3804,467.24,36.75,38,0
1778044216878798,19.580,RAMPING,0.8811,4.4056,469.93,36.75,39,0
1778044216990817,19.692,RAMPING,0.8862,4.4308,472.62,36.76,39,0
1778044217102333,19.804,RAMPING,0.8912,4.4559,475.29,36.77,39,0
1778044217214932,19.916,RAMPING,0.8962,4.4812,477.99,36.76,39,0
1778044217311669,20.013,RAMPING,0.9006,4.5030,480.32,36.76,40,0
1778044217419891,20.121,RAMPING,0.9055,4.5273,482.91,36.78,40,0
1778044217535041,20.237,RAMPING,0.9106,4.5532,485.68,36.75,40,0
1778044217638380,20.340,RAMPING,0.9153,4.5765,488.16,36.77,40,0
1778044217748405,20.450,RAMPING,0.9202,4.6012,490.80,36.76,40,0
1778044217871040,20.573,RAMPING,0.9258,4.6288,493.74,36.75,41,0
1778044217967219,20.669,RAMPING,0.9301,4.6505,496.05,36.76,41,0
1778044218079432,20.781,RAMPING,0.9351,4.6757,498.74,36.77,41,0
1778044218189045,20.891,RAMPING,0.9401,4.7004,501.37,36.77,41,0
1778044218298549,21.000,RAMPING,0.9450,4.7250,504.00,36.77,41,0
1778044218407319,21.109,RAMPING,0.9499,4.7495,506.61,36.77,42,0
1778044218517121,21.219,RAMPING,0.9548,4.7742,509.25,36.77,42,0
1778044218623153,21.325,RAMPING,0.9596,4.7980,511.79,36.77,42,0
1778044218733110,21.435,RAMPING,0.9646,4.8228,514.43,36.76,42,0
1778044218842795,21.544,RAMPING,0.9695,4.8475,517.06,36.78,43,0
1778044218951367,21.653,RAMPING,0.9744,4.8719,519.67,36.76,43,0
1778044219060640,21.762,RAMPING,0.9793,4.8965,522.29,36.77,43,0
1778044219183254,21.885,RAMPING,0.9848,4.9241,525.23,36.78,43,0
1778044219280517,21.982,RAMPING,0.9892,4.9460,527.57,36.76,43,0
1778044219391346,22.093,RAMPING,0.9942,4.9709,530.23,36.78,44,0
1778044219502919,22.204,RAMPING,0.9992,4.9960,532.91,36.77,44,0
1778044219609394,22.311,RAMPING,1.0040,5.0200,535.46,36.77,44,0
1778044219718298,22.420,RAMPING,1.0089,5.0445,538.08,36.77,44,0
1778044219832049,22.534,RAMPING,1.0140,5.0701,540.81,36.76,45,0
1778044219936357,22.638,RAMPING,1.0187,5.0935,543.31,36.76,45,0
1778044220047888,22.749,RAMPING,1.0237,5.1186,545.99,36.79,45,0
1778044220157845,22.859,RAMPING,1.0287,5.1434,548.62,36.75,45,0
1778044220266538,22.968,RAMPING,1.0336,5.1678,551.23,36.78,45,0
1778044220375851,23.077,RAMPING,1.0385,5.1924,553.86,36.76,46,0
1778044220490744,23.192,RAMPING,1.0437,5.2183,556.61,36.78,46,0
1778044220591444,23.293,RAMPING,1.0482,5.2409,559.03,36.77,46,0
1778044220702522,23.404,RAMPING,1.0532,5.2659,561.70,36.78,46,0
1778044220814703,23.516,RAMPING,1.0582,5.2911,564.39,36.79,47,0
1778044220927045,23.629,RAMPING,1.0633,5.3164,567.09,36.76,47,0
1778044221035038,23.737,RAMPING,1.0681,5.3407,569.68,36.78,47,0
1778044221143384,23.845,RAMPING,1.0730,5.3651,572.28,36.79,47,0
1778044221247691,23.949,RAMPING,1.0777,5.3886,574.78,36.75,47,0
1778044221358501,24.060,RAMPING,1.0827,5.4135,577.44,36.76,48,0
1778044221471808,24.173,RAMPING,1.0878,5.4390,580.16,36.79,48,0
1778044221582595,24.284,RAMPING,1.0928,5.4639,582.82,36.78,48,0
1778044221692962,24.394,RAMPING,1.0978,5.4888,585.47,36.78,48,0
1778044221803678,24.505,RAMPING,1.1027,5.5137,588.12,36.78,48,0
1778044221912413,24.614,RAMPING,1.1076,5.5381,590.73,36.77,49,0
1778044222014417,24.716,RAMPING,1.1122,5.5611,593.18,36.76,49,0
1778044222126564,24.828,RAMPING,1.1173,5.5863,595.87,36.78,49,0
1778044222238522,24.940,RAMPING,1.1223,5.6115,598.56,36.78,49,0
1778044222350344,25.052,RAMPING,1.1273,5.6367,601.24,36.77,50,0
1778044222458597,25.160,RAMPING,1.1322,5.6610,603.84,36.77,50,0
1778044222567259,25.269,RAMPING,1.1371,5.6855,606.45,36.79,50,0
1778044222670579,25.372,RAMPING,1.1417,5.7087,608.93,36.78,50,0
1778044222780246,25.482,RAMPING,1.1467,5.7334,611.56,36.77,50,0
1778044222894999,25.597,RAMPING,1.1518,5.7592,614.32,36.79,51,0
1778044222999309,25.701,RAMPING,1.1565,5.7827,616.82,36.79,51,0
1778044223115612,25.817,RAMPING,1.1618,5.8089,619.61,36.79,51,0
1778044223219875,25.921,RAMPING,1.1665,5.8323,622.11,36.77,51,0
1778044223326752,26.028,RAMPING,1.1713,5.8564,624.68,36.77,52,0
1778044223438480,26.140,RAMPING,1.1763,5.8815,627.36,36.77,52,0
1778044223551236,26.253,RAMPING,1.1814,5.9069,630.07,36.79,52,0
1778044223663013,26.365,RAMPING,1.1864,5.9320,632.75,36.79,52,0
1778044223775016,26.477,RAMPING,1.1914,5.9572,635.44,36.78,52,0
1778044223884929,26.586,RAMPING,1.1964,5.9819,638.07,36.78,53,0
1778044223982603,26.684,RAMPING,1.2008,6.0039,640.42,36.79,53,0
1778044224095325,26.797,RAMPING,1.2059,6.0293,643.12,36.76,53,0
1778044224207212,26.909,RAMPING,1.2109,6.0545,645.81,36.78,53,0
1778044224319392,27.021,RAMPING,1.2159,6.0797,648.50,36.80,54,0
1778044224430695,27.132,RAMPING,1.2209,6.1047,651.17,36.76,54,0
