timestamp_us,run_time_s,state,commanded_shear_pa,commanded_flow_ml_min,commanded_step_rate_hz,temp_reservoir_c,trigger_count,fault_code
1778042639587681,6.013,RAMPING,0.1002,0.5011,53.45,36.74,12,0
1778042639698895,6.125,RAMPING,0.1021,0.5104,54.44,36.71,12,0
1778042639794749,6.220,RAMPING,0.1037,0.5184,55.29,36.71,12,0
1778042639906513,6.332,RAMPING,0.1055,0.5277,56.29,36.73,12,0
1778042640019130,6.445,RAMPING,0.1074,0.5371,57.29,36.74,12,0
1778042640128525,6.554,RAMPING,0.1092,0.5462,58.26,36.71,13,0
1778042640239195,6.665,RAMPING,0.1111,0.5554,59.24,36.72,13,0
1778042640352375,6.778,RAMPING,0.1130,0.5648,60.25,36.73,13,0
1778042640451528,6.877,RAMPING,0.1146,0.5731,61.13,36.74,13,0
1778042640563659,6.989,RAMPING,0.1165,0.5824,62.13,36.72,14,0
1778042640674805,7.101,RAMPING,0.1183,0.5917,63.12,36.72,14,0
1778042640787025,7.213,RAMPING,0.1202,0.6011,64.11,36.73,14,0
1778042640891209,7.317,RAMPING,0.1219,0.6097,65.04,36.73,14,0
1778042641000671,7.426,RAMPING,0.1238,0.6189,66.01,36.74,14,0
1778042641107078,7.533,RAMPING,0.1255,0.6277,66.96,36.72,15,0
1778042641218876,7.645,RAMPING,0.1274,0.6371,67.95,36.73,15,0
1778042641331631,7.757,RAMPING,0.1293,0.6464,68.95,36.72,15,0
1778042641442806,7.869,RAMPING,0.1311,0.6557,69.94,36.72,15,0
1778042641552982,7.979,RAMPING,0.1330,0.6649,70.92,36.72,15,0
1778042641664739,8.090,RAMPING,0.1348,0.6742,71.92,36.74,16,0
1778042641763994,8.190,RAMPING,0.1365,0.6825,72.80,36.72,16,0
1778042641875761,8.301,RAMPING,0.1384,0.6918,73.79,36.75,16,0
1778042641983413,8.409,RAMPING,0.1402,0.7008,74.75,36.73,16,0
1778042642092639,8.518,RAMPING,0.1420,0.7099,75.72,36.72,17,0
1778042642205100,8.631,RAMPING,0.1438,0.7192,76.72,36.74,17,0
